SENTIMIENTO DEFINITIVO,TWEET
NEGATIVO,1336310703104413708-@LIRIO_AG @gavinci7 Tiene muy buena prensa el uso del cubrebocas. En todos los supermercados o cualquier establecimiento es obligatorio su uso para ingresar. Es evidente que su uso no es la solución (si asi fuera
POSITIVO,1331411750420361216-@jacemx03 Gracias canas
POSITIVO,1412610775294808070-Ya me registre pa mi vacuna🥲
POSITIVO,1254534293591928834-Hermoso sonido que produce el pescado en el aceite hirviendo
POSITIVO,1248695198491820032-Acuérdate de Acapulco 🎶....❤️ 🌊 ☀️ ¡Qué rápido pasa el tiempo
NEUTRO,1262412603122475011-De cuantos alienígenas nos estarán defendiendo los virus y bacterias...?
NEGATIVO,1253898797530439681-Ya son 151 los casos positivos y 5 defunciones por #COVID19mexico #CoronavirusMx en #Aguascalientes #QuedateEnCasa https://t.co/Ae0BBcYYpD
NEUTRO,"1298713989455609857-""Recuerdo del año covid"
NEGATIVO,1275944431393398792-24 mil 324 defunciones.[+947 decesos en un día]⚠️ Hay defunciones sospechosas. #COVID2019mx
NEGATIVO,"1271874665884127232-""Cómo se llenaba la boca @lopezobrador_ de decir"
NEGATIVO,1292098910123483137-Información importante del Secretario General Prof. Felipe Antúnez Luna respaldo a todo el PAAE.Nadie debe ser obligado a acudir a sus centros de trabajo durante esta pandemia.Video completo en el siguiente enlacehttps://t.co/vtABdSVn81 https://t.co/JVUtTSD5GS
NEUTRO,1245574613288890371-Es momento de pedir a domicilio. Consulta el menú desde aquí: https://t.co/PeKAxIabcHRealiza tu pedido vía WhatsApp al 55 7006 8713 o en este link: https://t.co/lW8Clz2u62#comeCdmx #quedateencasa #pideadomicilio #pideparallevar #yomequedoencasa #eltajincoyoacan https://t.co/UnnHVH57Lv
POSITIVO,1313532184897236993-#martes #jueves y #viernes son días de #comidagratis para personas sin posibilidades de conseguirla en #ValledeBravo a causa de la crisis de #Covid_19mx #porfavor RT y si gustas donar mándame un dm #yoamovalle #yoamovalledebravo #PuebloMágico #EdomexEnSemaforoNaranja #COVID19 https://t.co/AINdypzOO9
NEGATIVO,1308930422605254656-Solo a mi se me ocurre mudarme en plena pandemia y a otro estado.
POSITIVO,1337593944633446403-@Claudiashein Hay que respetar las indicaciones de los expertos de la Secretaria de Salud @HLGatellDe las recomendaciones de nuestra Jefa de Gobierno la Dra.@Claudiashein#QuedateEnCasa#NoBajemosLaGuardia#SiMeCuidoTeCuido#RedAMLO por la #4T
NEUTRO,1354247338198528005-No hay pretextos
POSITIVO,"1442902638324977667-""#FeriaVirtualIPN Participa en el primer concurso de #TWITTERaturaIPN """"Relatos pandemicos"""" del 27 de septiembre al 1 de octubre. No te quedes fuera. Revisa la convocatoria aquí 👇 https://t.co/YGiLA70O7U#QuédateEnCasa.#ElPoliEsCultura. https://t.co/zBLIUypWhn https://t.co/ET2etGr4Gp"""
NEUTRO,1250809276576280576-No se porque les sorprende que extendieran la cuarentena
POSITIVO,1254552484196110337-Lo único que amo de la cuarentena
NEGATIVO,"1304900776251269120-""No dejo de pensar en todas las personas  cercanas que han perdido la vida ante el COVID-19.. duele bastante. en Yago"
NEUTRO,1256838464248647680-@RamirezClaudia_ @HLGatell Todos los días aporta un granito de arena no?
NEGATIVO,1246298596925779969-¡¡¡La cuarentena haciendo estragos en mi figura!!!
NEGATIVO,1338708782868615169-@unmediquillo Ahi pudiera estar si no fuera por la cochina pandemia 😭
NEUTRO,1311653150458249219-Veo en la lucha ajedrecística un modelo pasmosamente exacto de la vida humana
NEGATIVO,1274070604639989760-Hoy recibí la llamada mas fría
NEGATIVO,1302063729400377346-@Adela_Micha Qué poca madre.    Señal  de el distanciamiento entre mexicanos     Todos los días   Desde  la mañanera hasta la nocturna.    Puros pleitos    Entre partidos  entre periodistas entre rateros y las combi s.    Los que piden piso la pandemia la crisis. La inseguridad o sea que wueb
NEGATIVO,1448681098184060936-Se extraña un juevesito normal del 2019 sin COVID en TA.
NEGATIVO,1289648382680551425-@xaviplus @RuidoEnLaRed @HLGatell @lopezobrador_ Aceptar qué responsabilidad si mo única responsabilidad es cuidarme yo y los míos ? La  del pinché gobierno es hacer que esto funcione de manera correcta cosa que no ha ocurrido y gracias a eso somos de los países con más contagios y muertes de todo el mundo. Le seguimos? https://t.co/6V3Bl8d9QB
NEGATIVO,1273982201298685952-Nunca subían al cerro ogts en tiempos normales y en cuarentena ahí andan de panochones abarrotándolo.
NEGATIVO,1247581777134333952-Si sabían que el 26 nos dirán que la cuarentena de extiende otros 15 días 😢
NEUTRO,1249159348326187015-@Cajadepeliculas querido caja de películas: aprovechando la cuarentena quería ver tu vídeo reseña de Moonlight y que crees? nunca supe si merecería el Oscar más que La la land
NEGATIVO,1340561902464761856-Creo que hay cierto sarcasmo frustrante que a días de #navidad
NEUTRO,1397007582305394699-A la fecha se registra la suspensión de actividades semipresenciales de una escuela preparatoria privada de León
NEUTRO,1245511030936973314-Durante una crisis como la que estamos viviendo
NEUTRO,"1278748201391185921-""#SNTEsalud ⚕️🏡🧍El confinamiento por #Coronavirus #COVID19 🦠 afecta emocionalmente y con #SemaforoNaranja 🟠🚦 la movilidad es gradual 🤷‍♂️ Si tienes problemas consulta un médico 📲👩‍⚕️#QuédateEnCasa  #FelizJueves #2Julio #BuenJueves #EsDeTodos T-MEC #México #Fedessp✔️ https://t.co/KtfFukCMG9"""
NEGATIVO,1273299069016948742-#SNTEsalud ⚕️‼️Cuidado con el uso de cloro para desinfectar‼️ Su abuso puede disminuir tu sistema inmune y ponerte en riesgo ante el #Coronavirus #COVID19 🦠 Altérnalo con soluciones de jabón ✔️ vinagre ✔️ y yodo ✔️#QuedateEnCasa#BuenMiércoles México #17Junio  #FaceApp https://t.co/uajera23dI
NEGATIVO,1279431467454644228-#4thOfJuly 🇺🇸 Histórico bajo una #Pandemia con un #Covid19 invisible pero mortal
NEUTRO,1251022930626019329-@KykeSylva En la chamba#Kykesilva #Multimedios #television #canal6 #Telediario #TrasLosFamosos #covid_19 #QuédateEnCasa https://t.co/jyxKmxbn4k
NEGATIVO,1288928018690387974-Definitivamente la Cuarentena está afectando a mi mamá
NEUTRO,1282686640432054273-@Marialadelradio  no puede faltar loco de @IamSiddhartha  con @elcaloncho  #ReactorEnCasa
NEGATIVO,1453527181104140292-@RodMesa @HLGatell Uy qué llorón!
NEUTRO,1255722386424426496-Gays en cuarentena 😈😈😈(espejo y luz neon) https://t.co/p08VF9OYyq
POSITIVO,1285614764639563778-No va tan mal mi cuarentena https://t.co/F0ibFUak5N
NEGATIVO,1287872797243449344-Los niveles del daño por la pandemia se podrían haber evitado. Aún se pueden hacer cosas #IngresoMinimoVital. Paren dos bocas tren maya y STA Lucía. El país lo requiere.
NEUTRO,1422711529271611398-Mañana te toca la vacuna @_PonchoDeNigris 🤡🤡🤡🤡
POSITIVO,1266085834735878144-“Las enfermeras son ángeles con zapatos cómodos”. anónimo #FelizJueves #cuarentena #HéroesDeLaSalud. Siempre has tenido mi admiración y respeto
NEUTRO,1262449935682658307-Perder el tiempo en esta cuarentena es mi pasión
POSITIVO,1318572777423708160-Ventajas de ser antisocial*: estás protegido en esas fechas del COVID😏*Y comprar en línea.
NEUTRO,1356974290084769796-Ahí te hablan @lopezobrador_ @HLGatell @GobiernoMX #NiUnVotoAMORENA
NEUTRO,1353409306184593409-@LaLicOficial @GiancoUrias Mazatan..mayatan...Majatan...es un pueblo de aquí a 80 km no hay casos reportados en Sonora  de virus y hay otro municipio también al norte del estado
POSITIVO,1287987298118897665-Mi cuerpo pide #Cancún peroooo hasta que se acabe la pandemia. No vaya siendo.
NEUTRO,1302765243689439233-@Abril_More @NAHUALREVIVIDO @MaxHeadroomDice @vicfc7 @HLGatell @FGRMexico @SNietoCastillo Sé de tu trayectoria y calidad humana
NEUTRO,1261269251534589952-Presenté un punto de acuerdo ante el Congreso del Estado
NEGATIVO,1320442616639594497-@JuanTamariz10 @Berexun @lopezobrador_ Sí sabes que PEMEX pierde esa cantidad de dinero cada 16 días? De qué sirve que empresas te paguen en medio de una crisis si tienes diarrea de dinero en una compañía que no quieres cerrar?
NEGATIVO,1336334808339734532-El final del 2020: Humanos mutantes por vacuna radioactiva.
NEGATIVO,1287719561320513536-Buenos días  !!!Este 2020 no nos da tregua. #QueYaSeAcabe#Hanna #COVID19mx https://t.co/LXVkcbxySH
NEGATIVO,1267206397021900801-Te veo más gordito; te sentó mal el encierro. https://t.co/rfxNCrc9Fc
NEUTRO,1350833644106088450-¿Por qué le echan la culpa a la COVID
POSITIVO,1357365657554272260-@Ismael_Gzzfa @onixita82 @OyeCielitoLindo @HLGatell @SSalud_mx Gracias Ismael 😔⚘
POSITIVO,1445481562741510144-Gracias @LiborioVidal por aportar algo de material a las escuelas! En el Jardín Colonia Obrera reconocemos el esfuerzo que se está realizando en tiempos de pandemia! 👍🏼 https://t.co/rNls9uz4zD
POSITIVO,1375632039102283776-Hace 68 años el 26/03/1953 Jonas Salk anuncia que ha ensayado con éxito una vacuna contra la poliomielitis
POSITIVO,1282796639451783169-¡Estar en casa no es pretexto para no activarse!En nuestro sitio web podrás encontrar rutinas para que puedas hacer ejercicio desde la comodidad de tu hogar y cuidar tu salud. Te invitamos a entrar a este enlace: https://t.co/w95tmK95yL #UnidosComoUnoSolo #QuédateEnCasa https://t.co/IjCsuXbGq1
POSITIVO,1249066689725161473-#yomequedoencasa pero muy pronto regresaré en Playa del Carmen
NEUTRO,"1249471316736032769-""Según las #chickflicks los lugarea mas románticos tienen que ver con terminales-aeropuertos-terminales de autobus-puertos-andenes-etc#CuarentenaExtendida #cuarentenaacabateYa"""
NEUTRO,1247911480156012545-#QuedateEnCasa buenos días Toxic@s😉 https://t.co/YbWnfHJxh6
POSITIVO,1261322510387359745-#MéxicoTeReconoceMaestro 👨‍🏫✅ #GraciasMaestrosPor ser un gran ser humano‼️ #FelizDíaDelMaestros #15deMayo #DiaDelMaestro #NuevaNormalidad #SiTeCuidasNosCuidas #COVID19 https://t.co/A9e7QLFimx
NEGATIVO,"1366071743505432576-""- Y qué hacemos pa que nos crean que sí tienes covid? Ya ves que a mí no me creyeron mucho.- Vamos a hacer como que te hospitalizan...- Va..."""
NEGATIVO,1342499655641399297-@Soy_Paquito_2 Maldita pandemia !!
NEGATIVO,1418935303994290193-@VMGlezR @laurorodriguez_ @lauraocas @RubiBobadilla @zulanito @torreszam @sonia_ssi @RuthgAlva @omar_comunica @bourjack @jcentresemana Y eso que reportan un caso positivo por cada tres positivos
POSITIVO,1315312338166321153-todavia no se acaba la pandemia mejor no salgas y quedate en casa como Emmita Stone relajada. https://t.co/w1S9HCiTkm
POSITIVO,1253867309934018560-@bertoam A Tabasco? Pues caele pasando de la cuarentena carnal
NEUTRO,1254782644044181505-@Loremyk Lavando platos si. Siento que estoy comiendo menos. ¿Será síndrome de encierro?
POSITIVO,1379823870287355904-El día esperado. Papás vacunados. GaD ✅🙏
POSITIVO,1256363283616940032-#QuedateEnCasa vamos a quedarnos en casa para evitar contagios
NEUTRO,1357902897992896513-Y cuándo llegan la moderna
NEGATIVO,1456276513959997450-Ya le tengo miedo a las vacunas.
NEUTRO,1335659993203347456-No recordamos días
NEGATIVO,1349779702026788865-¿Alguien que ya haya tenido COVID y que haya tenido problemas con las náuseas? Llevo dos semanas con ellas
NEGATIVO,1306630891834404865-@liverpoolmexico @Profeco @liverpoolmexico @Profeco Ahora que les pido apoyo vía telefónica ME NIEGAN una solicitud de bonificación POR 1 día de atraso de pago. Cuando no ocupe sus días de pago atrasado en pandemia. 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
NEGATIVO,1435306099691954178-En lugar de regalar vacuna debería proteger a nuestros niños
NEGATIVO,1249489875373568007-Defunciones según comorbilidad de #COVID19 en #México al 12/04/20201 #Hipertensión2 #Diabetes3 #Obesidad4 #tabaquismo4 #EPOC5 #insuficienciarenalcronica6 #enfermedascardiovascular8 #inmunosupresion9 #asma 10 #VIH #SIDA https://t.co/TSrYinUThW
POSITIVO,"1257864593952522240-""Ya vieron que Monterrey es uno de los mejores frente al Covid-19. Te amo @JaimeRdzNL 💗"""
NEUTRO,1415496754787717122-¿DÓNDE ESTAN LAS VACUNAS?
NEUTRO,"1262885954492280832-""#HablemosDeOperaEnCasa Ya comenzó la segunda parte de """"¿Cómo se cocina una ópera - Segunda parte"""""
NEUTRO,1262177375565099008-hacia donde corremos?#correr #cuarentena en Algún Lugar Del Mundo https://t.co/T02XrBVjWe
NEUTRO,"1322189904265302025-""Te invito hoy a escuchar mi conferencia """"Empoderamiento de las Víctimas en Tiempos de Covid"
NEGATIVO,1256037225982242823-@Reforma Mmm pues que mal
NEUTRO,1256993628997718018-@Beengfui @adnware @JosLuis67084306 @betsyni @plcs_Galan @covidpunk @Calvargi @estanislaojr @Valenlicder @JoDaSu85 @ROLFICOMPAFUEGO @DigiTesla @JesZer2 @ManuelVegaMX @DylanDark11 @Emisan10029731 @jjibr1981 @brasildjs @SrFloyd7 @LarisMiRu @DesarrolloGIS @blkalexmx @pejeland @JorgeReneGarcia @Lizinia_ @jo52170739 @LolitaLopez85 @SonorasinPRI @AlonsoEscobed15 @CharlieTerroris @Gabbicha_rueda @pal4s_atenea @GhostWritter15 @raulmena70 @LaPolaca2020 @AlanPonce_ @MinekoKia @el_Barto__ @flyndamx @iris70444046 @invasor100 @JLo_RxM @ZoilaReyna10 @Joel51193159 @svegaf @FernandoValdesP @Joel77jr1 @DarkBloodBlood @yors3247 @lopezobrador_ No tienes amo cabron
POSITIVO,1387033905954447360-@CiroGomezL En Texcoco nos vacunaron el 20 de marzo
NEUTRO,1329762448254128129-@DonPorfifirio @lopezobrador_ @HLGatell Ambas
NEUTRO,1263849344236650497-@Irma_Sandoval con el debido respeto
POSITIVO,1287951040617295875-Gracias infinitas a todos(as) familia y amigos por sus felicitaciones !! Un día diferente pero igual de especial 🤘🏻🤘🏻 #happybirthdaytome #41yearsold #fuckincovid19 #keeprocking🤘 #luckyboxmccarthys #chicxulubpuerto… https://t.co/WE6LurOl9Y
NEGATIVO,1265412199696273415-#MexiquesesEnCrisis: como consecuencia de la indiferencia gubernamental del @edomex y @GobiernoMX
POSITIVO,1433482785323294745-#SalarioRosa la seguridad de tener una luz en medio de esta pandemia
POSITIVO,1268935324119547907-Muy importante que @HLGatell haya mencionado esto en la conferencia #COVID__19 del jueves. Por eso estoy feliz
POSITIVO,1261461925516341248-⚡️ En #Hidalgo lanzan el rap #CovidHidalgo para concientizar a la juventud a quedarse en casa#15Mayo #COVID2019mx #covid_19mexico #JuntosSaldremosAdelante https://t.co/PrUA9bwR6W
POSITIVO,1268319077698682880-@vivirsinalergia Feliz cumpleaños 🥳 🎉 🎂 doc! Pásatela muy bien en medio de esta pandemia del 👑 🦠 😌😌😌
POSITIVO,1250067290420391938-Puede preparar para desayunar un croissant de salmón ahumado
NEUTRO,"1257141603401007107-""Frase #9""""En la tierra"
POSITIVO,1256626814870597633-Aumentan las medidas de seguridad en la CDMX #quedateencasa #stayathome #pandemic #pandemia #seguridad #starwars #sisepuede #actitudpositiva #positivevibes #cdmx #arte #urban #urbanart… https://t.co/61PoV3PHCC
NEGATIVO,1332519397634703360-@FelipeCalderon ¿Y los 33 mil millones de pesos que se destinaron para ello? @m_ebrard @SRE_mx @marthadelgado @HLGatell @SSalud_mx
NEGATIVO,1249066457989656576-Con esta pandemia nuestro mundo murio y no volvera a ser igual
NEGATIVO,1246551367394693121-#QuedateEnLaCasa entiende Guadalajara es algo tan sencillo y no lo podemos hacer o entender.
NEUTRO,1342273739556319232-@mapm00 @vader_md @shaulin88 @aracelibs @HLGatell Sugiero pedir observadores de la ONU para verificar que se cumpla el lineamiento
POSITIVO,1394660761365098497-Ya estuvo. Vacuna única dosis.Vamos a retornar a la nueva normalidad y a seguirnos cuidando.#elmundocontraunvirus #VacunaCOVID19 #CanSino https://t.co/bDRBm1Ia8y
NEGATIVO,1398280476515766280-Todos los que han estado chingando con la vacuna
NEGATIVO,1282143037544706049-Pregunta seria. Quien dice y hace más pend#$%?@HLGatell o @barbaraderegil ???#BarbaradeRegil#GatellEmbusteroMexicano https://t.co/KQqhh7INDl
NEUTRO,1249899677874409473-@sofimaciasl hola Sofi
NEUTRO,1319401884474613760-@charoencasa @eleliud @Cinepolis https://t.co/234BiCVPvu
NEUTRO,1271052968549376000-@ComuniRunners @yoelegicorrer1 @Better_runners #running #10km #HconAmor #11dejunio #dia84 #Indoor #EntrenaEnCasa #Felizjueves #cuarentena 🇲🇽🏃‍♂️🇲🇽🏃‍♂️ https://t.co/3wPuFWh3gY
NEUTRO,1331615983639945216-A la raza le preocupa más tener síntomas de embarazo que de covid jajajaja
POSITIVO,1450911423547183118-Reitera el IMSS la importancia de lavarse las manos para prevenir el #COVIDー19  @Tu_IMSS @Tu_IMSS_Coah @zoerobledo https://t.co/iDpi41F2hD https://t.co/GVTricJ9dc
NEGATIVO,1268602523868434436-Poniendo al vicepandemias en su sitio.Llámame facha..
POSITIVO,1359032496571244552-En 2 meses me casooooo 😱😱 si el virus no se sigue interponiendo 😡 https://t.co/cbQuiiFCDL
NEGATIVO,1268709800071790593-@el_pais Lo bueno de este artículo es que también acepta qué la crisis económica es a nivel mundial .
POSITIVO,1258265042975371264-Espero y esta #cuarentena me pase el efecto #Adele venga 🙏😜 https://t.co/sV2d9R8Iwb
POSITIVO,1354271929893609472-@HLGatell En hora buena dr Gatell
POSITIVO,1245808394981826561-La recuperación de los enfermos está en manos del gobierno a través de médicos y enfermeras.La salud y prevención está en manos de TODOS
NEGATIVO,1278070852379119616-Pues eso fue una soberana estupidez! Ya que nuestra población tiene otras pandemias impostergables! Diabetes
NEUTRO,1323820995841544193-Por el bienestar de todas y todos
NEGATIVO,1362206290139901960-El 43.08% de los encuestados consideran que la mayor crisis es la económica y el desempleo
